location_id,year_id,state_name,mean,lower,upper,data,model
524,2012,Alaska,11572.6556280277,10916.5836280277,12228.7276280277,11562.9780034161,Aggregate
524,2013,Alaska,11631.6445326034,10975.5725326034,12287.7165326034,11670.6642046076,Aggregate
524,2014,Alaska,12076.9696751191,11420.8976751191,12733.0416751191,12076.9696751191,Aggregate
524,2015,Alaska,12571.9455526263,11915.8735526263,13228.0175526263,,Aggregate
524,2016,Alaska,13325.7053473456,12669.6333473456,13981.7773473456,,Aggregate
524,2017,Alaska,14074.6051870047,13418.5331870047,14730.6771870047,,Aggregate
524,2018,Alaska,13668.861665797,13012.789665797,14324.933665797,,Aggregate
524,2019,Alaska,14205.1576821395,13549.0856821395,14861.2296821395,,Aggregate
525,2000,Arizona,5012.88734673602,4764.02034673602,5261.75434673602,4728.3636163232,Aggregate
525,2001,Arizona,5235.33173371467,4986.46473371467,5484.19873371467,4904.54822259208,Aggregate
525,2002,Arizona,5556.00405375598,5307.13705375598,5804.87105375598,5304.74687793771,Aggregate
525,2003,Arizona,5901.11457425899,5652.24757425899,6149.98157425899,5597.63115852959,Aggregate
525,2004,Arizona,6140.11744532401,5891.25044532401,6388.98444532401,5876.95440050002,Aggregate
525,2005,Arizona,6335.61309338206,6086.74609338206,6584.48009338206,6336.85644704906,Aggregate
525,2006,Arizona,6511.02426704424,6262.15726704424,6759.89126704424,6574.09892490129,Aggregate
525,2007,Arizona,6663.27164605891,6414.40464605891,6912.13864605891,6793.62908948577,Aggregate
525,2008,Arizona,6753.83037247818,6504.96337247818,7002.69737247818,6937.37033224764,Aggregate
525,2009,Arizona,6815.59521228594,6566.72821228594,7064.46221228594,7064.46176190023,Aggregate
525,2010,Arizona,6916.02692078753,6667.15992078753,7164.89392078753,7097.29785276079,Aggregate
525,2011,Arizona,6893.30017474145,6644.43317474145,7142.16717474145,6946.98949772819,Aggregate
525,2012,Arizona,6833.8940691414,6585.0270691414,7082.7610691414,6917.06784040006,Aggregate
525,2013,Arizona,6763.3874645441,6514.5204645441,7012.2544645441,6842.27224045264,Aggregate
525,2014,Arizona,6921.2938645681,6672.4268645681,7170.1608645681,6921.29386456813,Aggregate
525,2015,Arizona,7198.83174154169,6949.96474154169,7447.69874154169,,Aggregate
525,2016,Arizona,7425.9618673686,7177.0948673686,7674.8288673686,,Aggregate
525,2017,Arizona,7601.74859377494,7352.88159377494,7850.61559377494,,Aggregate
525,2018,Arizona,7624.2901060461,7375.4231060461,7873.1571060461,,Aggregate
525,2019,Arizona,7823.27748777938,7574.41048777938,8072.14448777938,,Aggregate
526,2000,Arkansas,5538.19887371508,5365.65987371508,5710.73787371508,5452.17266586699,Aggregate
526,2001,Arkansas,5791.35686805054,5618.81786805054,5963.89586805054,5720.71980716819,Aggregate
526,2002,Arkansas,6265.92375004594,6093.38475004594,6438.46275004594,6079.41473752626,Aggregate
526,2003,Arkansas,6570.9779620766,6398.4389620766,6743.5169620766,6302.92742534391,Aggregate
526,2004,Arkansas,6785.85436823621,6613.31536823622,6958.39336823621,6513.65257903694,Aggregate
526,2005,Arkansas,6976.93139884623,6804.39239884623,7149.47039884623,6793.12244324131,Aggregate
526,2006,Arkansas,7043.21517212439,6870.67617212439,7215.75417212439,6907.66476697914,Aggregate
526,2007,Arkansas,7225.10545671266,7052.56645671266,7397.64445671266,7092.53250524671,Aggregate
526,2008,Arkansas,7353.53578249502,7180.99678249502,7526.07478249502,7221.87264539984,Aggregate
526,2009,Arkansas,7549.09539168166,7376.55639168166,7721.63439168166,7434.49018147101,Aggregate
526,2010,Arkansas,7660.59067530151,7488.05167530151,7833.12967530151,7548.35945172896,Aggregate
526,2011,Arkansas,7657.42555358904,7484.88655358904,7829.96455358904,7576.24592337481,Aggregate
526,2012,Arkansas,7789.25771834254,7616.71871834254,7961.79671834254,7663.5810566862,Aggregate
526,2013,Arkansas,7796.63410088148,7624.09510088147,7969.17310088147,7624.09585902279,Aggregate
526,2014,Arkansas,7978.50070709918,7805.96170709918,8151.03970709918,7978.50070709921,Aggregate
526,2015,Arkansas,8345.80096923587,8173.26196923587,8518.33996923587,,Aggregate
526,2016,Arkansas,8658.93350129979,8486.39450129979,8831.47250129979,,Aggregate
526,2017,Arkansas,8821.95436044735,8649.41536044735,8994.49336044735,,Aggregate
526,2018,Arkansas,8958.52298735974,8785.98398735974,9131.06198735974,,Aggregate
526,2019,Arkansas,9224.39622955823,9051.85722955823,9396.93522955823,,Aggregate
527,2000,California,5548.14545384692,5301.25645384692,5795.03445384692,5223.89378373733,Aggregate
527,2001,California,5873.70642740093,5626.81742740093,6120.59542740093,5518.96950410652,Aggregate
527,2002,California,6248.03602444535,6001.14702444535,6494.92502444535,5870.79648891668,Aggregate
527,2003,California,6635.53680454644,6388.64780454644,6882.42580454644,6282.72399122239,Aggregate
527,2004,California,6828.18106638125,6581.29206638125,7075.07006638125,6513.96856517252,Aggregate
527,2005,California,7017.53400536059,6770.64500536059,7264.42300536059,6730.9709157283,Aggregate
527,2006,California,7152.0802271252,6905.1912271252,7398.9692271252,6878.20891871934,Aggregate
527,2007,California,7314.01631828243,7067.12731828243,7560.90531828243,7134.21540746282,Aggregate
527,2008,California,7430.01342053944,7183.12442053944,7676.90242053944,7286.67404808178,Aggregate
527,2009,California,7663.11004659244,7416.22104659244,7909.99904659244,7416.22109426907,Aggregate
527,2010,California,7761.34758614678,7514.45858614678,8008.23658614678,7634.42594550945,Aggregate
527,2011,California,7888.09218935677,7641.20318935677,8134.98118935677,7761.85727853374,Aggregate
527,2012,California,8004.38819571412,7757.49919571412,8251.27719571412,7934.28988719826,Aggregate
527,2013,California,8073.19009433193,7826.30109433193,8320.07909433193,8039.75738584806,Aggregate
527,2014,California,8216.04843629789,7969.15943629789,8462.93743629789,8216.04843629788,Aggregate
527,2015,California,8726.79890021541,8479.90990021541,8973.68790021541,,Aggregate
527,2016,California,8984.38427631444,8737.49527631444,9231.27327631443,,Aggregate
527,2017,California,9072.56997716306,8825.68097716306,9319.45897716306,,Aggregate
527,2018,California,9138.01414094667,8891.12514094667,9384.90314094667,,Aggregate
527,2019,California,9447.06936711449,9200.18036711449,9693.95836711449,,Aggregate
528,2000,Colorado,5273.24199092215,5199.34599092215,5347.13799092215,5533.42106807518,Aggregate
528,2001,Colorado,5536.56147656389,5462.66547656389,5610.45747656389,5747.85939607888,Aggregate
528,2002,Colorado,5851.3114072806,5777.4154072806,5925.2074072806,6025.31727414187,Aggregate
528,2003,Colorado,6102.23697613685,6028.34097613686,6176.13297613685,6290.91069522792,Aggregate
528,2004,Colorado,6307.21950042925,6233.32350042925,6381.11550042925,6441.98859563532,Aggregate
528,2005,Colorado,6386.27014405962,6312.37414405962,6460.16614405962,6368.88409443542,Aggregate
528,2006,Colorado,6542.43461947269,6468.53861947269,6616.33061947269,6626.11588293044,Aggregate
528,2007,Colorado,6712.13068202986,6638.23468202986,6786.02668202986,6784.60894958558,Aggregate
528,2008,Colorado,6817.66139109192,6743.76539109192,6891.55739109192,6854.77119284108,Aggregate
528,2009,Colorado,6967.47834752684,6893.58234752684,7041.37434752684,7038.94281768336,Aggregate
528,2010,Colorado,7108.11614903614,7034.22014903614,7182.01214903614,7062.12106183664,Aggregate
528,2011,Colorado,7107.79671802754,7033.90071802754,7181.69271802754,7068.81944030957,Aggregate
528,2012,Colorado,7196.82736900918,7122.93136900918,7270.72336900918,7122.9314633913,Aggregate
528,2013,Colorado,7207.74836539863,7133.85236539863,7281.64436539863,7154.65899368596,Aggregate
528,2014,Colorado,7376.24711818589,7302.35111818589,7450.14311818589,7376.24711818587,Aggregate
528,2015,Colorado,7648.49213942745,7574.59613942745,7722.38813942745,,Aggregate
528,2016,Colorado,7923.97442481121,7850.07842481121,7997.87042481121,,Aggregate
528,2017,Colorado,7963.17423239246,7889.27823239246,8037.07023239245,,Aggregate
528,2018,Colorado,8078.73329874466,8004.83729874466,8152.62929874466,,Aggregate
528,2019,Colorado,8272.20879383822,8198.31279383823,8346.10479383823,,Aggregate
529,2000,Connecticut,6967.91704705247,6547.62004705247,7388.21404705247,7554.08416622823,Aggregate
529,2001,Connecticut,7388.4016895843,6968.1046895843,7808.6986895843,7953.84204549612,Aggregate
529,2002,Connecticut,7850.8760307304,7430.57903073041,8271.1730307304,8423.05691873535,Aggregate
529,2003,Connecticut,8228.75233250538,7808.45533250538,8649.04933250538,8687.67047186951,Aggregate
529,2004,Connecticut,8636.9270679986,8216.6300679986,9057.2240679986,9143.37175418147,Aggregate
529,2005,Connecticut,8896.27832113398,8475.98132113398,9316.57532113398,9189.84685855495,Aggregate
529,2006,Connecticut,9128.51197166308,8708.21497166308,9548.80897166308,9406.3413351093,Aggregate
529,2007,Connecticut,9322.59938147379,8902.30238147379,9742.89638147379,9622.64634250901,Aggregate
529,2008,Connecticut,9527.48353402969,9107.18653402969,9947.78053402969,9918.69796439346,Aggregate
529,2009,Connecticut,10013.3956788305,9593.09867883051,10433.6926788305,10433.6923169995,Aggregate
529,2010,Connecticut,10083.0964134979,9662.79941349792,10503.3934134979,10436.7936884511,Aggregate
529,2011,Connecticut,10202.7715575418,9782.47455754182,10623.0685575418,10292.1815093371,Aggregate
529,2012,Connecticut,10295.984461513,9875.68746151298,10716.281461513,10467.811959321,Aggregate
529,2013,Connecticut,10378.7817989051,9958.48479890514,10799.0787989051,10472.7971592824,Aggregate
529,2014,Connecticut,10608.4151019195,10188.1181019195,11028.7121019195,10608.4151019195,Aggregate
529,2015,Connecticut,11042.6618467701,10622.3648467701,11462.9588467701,,Aggregate
529,2016,Connecticut,11394.8045814646,10974.5075814646,11815.1015814646,,Aggregate
529,2017,Connecticut,11503.9772681968,11083.6802681968,11924.2742681968,,Aggregate
529,2018,Connecticut,11714.8649070233,11294.5679070233,12135.1619070233,,Aggregate
529,2019,Connecticut,12053.7646735966,11633.4676735966,12474.0616735966,,Aggregate
530,2000,Delaware,7306.99897565239,7146.57897565239,7467.41897565239,6998.03686911662,Aggregate
530,2001,Delaware,7670.16523181367,7509.74523181367,7830.58523181367,7279.36033177418,Aggregate
530,2002,Delaware,8167.80923890288,8007.38923890288,8328.22923890288,7805.21813382931,Aggregate
530,2003,Delaware,8674.66094899683,8514.24094899683,8835.08094899683,8539.42012792749,Aggregate
530,2004,Delaware,9075.09022287987,8914.67022287987,9235.51022287987,8944.57944836213,Aggregate
530,2005,Delaware,9367.33343567409,9206.91343567409,9527.75343567409,9181.96110578331,Aggregate
530,2006,Delaware,9507.81341243503,9347.39341243503,9668.23341243503,9370.70544812766,Aggregate
530,2007,Delaware,9848.91139304045,9688.49139304045,10009.3313930405,9632.91995394917,Aggregate
530,2008,Delaware,9948.79277515859,9788.37277515859,10109.2127751586,9916.76683020595,Aggregate
530,2009,Delaware,10252.3306627585,10091.9106627585,10412.7506627585,10091.9110211374,Aggregate
530,2010,Delaware,10396.6702253663,10236.2502253663,10557.0902253663,10401.1293109423,Aggregate
530,2011,Delaware,10429.282392981,10268.862392981,10589.702392981,10578.4730494176,Aggregate
530,2012,Delaware,10620.5128486428,10460.0928486428,10780.9328486428,10596.4007830215,Aggregate
530,2013,Delaware,10650.2434319382,10489.8234319382,10810.6634319382,10713.5458793452,Aggregate
530,2014,Delaware,11016.8385967105,10856.4185967105,11177.2585967105,11016.8385967105,Aggregate
530,2015,Delaware,11452.7423611608,11292.3223611608,11613.1623611608,,Aggregate
530,2016,Delaware,11801.1592123588,11640.7392123588,11961.5792123588,,Aggregate
530,2017,Delaware,11877.8074935535,11717.3874935535,12038.2274935535,,Aggregate
530,2018,Delaware,11925.0606745964,11764.6406745964,12085.4806745964,,Aggregate
530,2019,Delaware,12260.1329631791,12099.7129631791,12420.5529631791,,Aggregate
531,2000,District of Columbia,8834.88775315698,8307.22275315698,9362.55275315698,9184.16175200817,Aggregate
531,2001,District of Columbia,9867.28624905156,9339.62124905156,10394.9512490516,9569.76174858128,Aggregate
531,2002,District of Columbia,10392.4983439014,9864.83334390138,10920.1633439014,10188.8013222717,Aggregate
531,2003,District of Columbia,10658.4270099107,10130.7620099107,11186.0920099107,10584.8130705034,Aggregate
531,2004,District of Columbia,11309.3976014591,10781.7326014591,11837.0626014591,11260.7090970359,Aggregate
531,2005,District of Columbia,11498.2790398801,10970.6140398801,12025.9440398801,11346.3145258788,Aggregate
531,2006,District of Columbia,12053.7591546132,11526.0941546132,12581.4241546132,11323.1579257026,Aggregate
531,2007,District of Columbia,12325.3446629997,11797.6796629997,12853.0096629997,11680.3351243503,Aggregate
531,2008,District of Columbia,12403.7316539212,11876.0666539212,12931.3966539212,11895.2727727207,Aggregate
531,2009,District of Columbia,12969.769112616,12442.104112616,13497.434112616,12442.1044575484,Aggregate
531,2010,District of Columbia,13059.367985168,12531.702985168,13587.032985168,12884.3192279153,Aggregate
531,2011,District of Columbia,13190.8289120014,12663.1639120014,13718.4939120014,13203.5516046071,Aggregate
531,2012,District of Columbia,13116.8388269499,12589.1738269499,13644.5038269499,12992.5861130712,Aggregate
531,2013,District of Columbia,13004.4834675905,12476.8184675905,13532.1484675905,13073.7706924593,Aggregate
531,2014,District of Columbia,13343.974677549,12816.309677549,13871.639677549,13343.9746775491,Aggregate
531,2015,District of Columbia,13450.5251210742,12922.8601210742,13978.1901210742,,Aggregate
531,2016,District of Columbia,13984.2628680234,13456.5978680234,14511.9278680234,,Aggregate
531,2017,District of Columbia,13950.7594333366,13423.0944333366,14478.4244333366,,Aggregate
531,2018,District of Columbia,14077.0709148704,13549.4059148704,14604.7359148704,,Aggregate
531,2019,District of Columbia,14461.2833568611,13933.6183568611,14988.9483568611,,Aggregate
532,2000,Florida,6349.09623166798,6268.84623166798,6429.34623166798,6506.72395444293,Aggregate
532,2001,Florida,6658.96349036442,6578.71349036442,6739.21349036442,6793.45253374407,Aggregate
532,2002,Florida,7111.39159238482,7031.14159238482,7191.64159238482,7128.42648929379,Aggregate
532,2003,Florida,7463.14544713697,7382.89544713697,7543.39544713697,7445.16977110916,Aggregate
532,2004,Florida,7792.00091903975,7711.75091903975,7872.25091903975,7790.62642495184,Aggregate
532,2005,Florida,7945.47465470318,7865.22465470318,8025.72465470318,7972.96990153008,Aggregate
532,2006,Florida,8105.46399447228,8025.21399447228,8185.71399447228,8180.30250642499,Aggregate
532,2007,Florida,8279.88328566431,8199.63328566431,8360.13328566431,8291.96028358527,Aggregate
532,2008,Florida,8369.8341601724,8289.5841601724,8450.0841601724,8369.06708690875,Aggregate
532,2009,Florida,8505.45294013205,8425.20294013205,8585.70294013205,8539.4608322873,Aggregate
532,2010,Florida,8598.54081081207,8518.29081081207,8678.79081081207,8569.58362033086,Aggregate
532,2011,Florida,8508.70433917956,8428.45433917956,8588.95433917956,8477.78478786239,Aggregate
532,2012,Florida,8567.87285525518,8487.62285525518,8648.12285525518,8548.00132826661,Aggregate
532,2013,Florida,8486.04583520834,8405.79583520834,8566.29583520834,8405.79627150059,Aggregate
532,2014,Florida,8666.36890503478,8586.11890503478,8746.61890503478,8666.36890503478,Aggregate
532,2015,Florida,9011.82252543091,8931.57252543091,9092.07252543091,,Aggregate
532,2016,Florida,9101.30241792234,9021.05241792234,9181.55241792235,,Aggregate
532,2017,Florida,9230.33199345388,9150.08199345388,9310.58199345388,,Aggregate
532,2018,Florida,9344.47852204726,9264.22852204725,9424.72852204726,,Aggregate
532,2019,Florida,9626.81647753091,9546.56647753091,9707.06647753091,,Aggregate
533,2000,Georgia,5286.25486421671,5110.40286421671,5462.10686421671,5282.48387474986,Aggregate
533,2001,Georgia,5526.3028456379,5350.4508456379,5702.1548456379,5451.65192271675,Aggregate
533,2002,Georgia,5819.77289338505,5643.92089338505,5995.62489338505,5826.90893462464,Aggregate
533,2003,Georgia,6060.36381013422,5884.51181013422,6236.21581013422,6001.95601137996,Aggregate
533,2004,Georgia,6275.42392045345,6099.57192045345,6451.27592045345,6343.53205102345,Aggregate
533,2005,Georgia,6404.80409423787,6228.95209423787,6580.65609423787,6363.51166725119,Aggregate
533,2006,Georgia,6449.87913311138,6274.02713311138,6625.73113311138,6561.99152778633,Aggregate
533,2007,Georgia,6561.20594796922,6385.35394796922,6737.05794796922,6639.55458951724,Aggregate
533,2008,Georgia,6552.53501312906,6376.68301312906,6728.38701312906,6530.98047097416,Aggregate
533,2009,Georgia,6665.0763427752,6489.2243427752,6840.9283427752,6630.61132318725,Aggregate
533,2010,Georgia,6732.89716258859,6557.04516258859,6908.74916258859,6557.045911261,Aggregate
533,2011,Georgia,6726.24538799672,6550.39338799672,6902.09738799672,6569.87725721765,Aggregate
533,2012,Georgia,6840.75221568021,6664.90021568021,7016.60421568021,6759.88847909529,Aggregate
533,2013,Georgia,6919.64870521485,6743.79670521485,7095.50070521485,6848.53420939083,Aggregate
533,2014,Georgia,7067.90490841057,6892.05290841057,7243.75690841057,7067.9049084106,Aggregate
533,2015,Georgia,7347.97408614016,7172.12208614016,7523.82608614016,,Aggregate
533,2016,Georgia,7516.29296700608,7340.44096700608,7692.14496700608,,Aggregate
533,2017,Georgia,7605.66301723896,7429.81101723896,7781.51501723896,,Aggregate
533,2018,Georgia,7679.33592295133,7503.48392295133,7855.18792295133,,Aggregate
533,2019,Georgia,7866.32587405688,7690.47387405688,8042.17787405687,,Aggregate
534,2000,Hawaii,5354.47688724405,5025.32388724405,5683.62988724405,5651.9109195377,Aggregate
534,2001,Hawaii,5616.31857359716,5287.16557359716,5945.47157359716,5852.60038046096,Aggregate
534,2002,Hawaii,5871.25728601202,5542.10428601202,6200.41028601202,6208.07371700516,Aggregate
534,2003,Hawaii,6159.80766309385,5830.65466309385,6488.96066309385,6556.37800759336,Aggregate
534,2004,Hawaii,6373.64734245538,6044.49434245538,6702.80034245538,6787.25845916117,Aggregate
534,2005,Hawaii,6588.09641722758,6258.94341722758,6917.24941722758,7091.30063338143,Aggregate
534,2006,Hawaii,6736.64064157899,6407.48764157899,7065.79364157899,7103.88960418528,Aggregate
534,2007,Hawaii,6973.39631526757,6644.24331526757,7302.54931526757,7525.38080513965,Aggregate
534,2008,Hawaii,7099.66494573385,6770.51194573385,7428.81794573385,7698.47966508867,Aggregate
534,2009,Hawaii,7468.3884172878,7139.2354172878,7797.5414172878,7797.54115366218,Aggregate
534,2010,Hawaii,7433.77305242592,7104.62005242592,7762.92605242592,7643.21390273152,Aggregate
534,2011,Hawaii,7263.86489154368,6934.71189154368,7593.01789154368,7503.14600158536,Aggregate
534,2012,Hawaii,7492.5024077007,7163.3494077007,7821.6554077007,7671.6528041453,Aggregate
534,2013,Hawaii,7528.94662431262,7199.79362431262,7858.09962431262,7690.07358757624,Aggregate
534,2014,Hawaii,7906.12750116496,7576.97450116495,8235.28050116495,7906.12750116494,Aggregate
534,2015,Hawaii,8247.2676183888,7918.1146183888,8576.4206183888,,Aggregate
534,2016,Hawaii,8574.07881231639,8244.92581231639,8903.23181231639,,Aggregate
534,2017,Hawaii,8620.52077923257,8291.36777923257,8949.67377923257,,Aggregate
534,2018,Hawaii,8844.3929342375,8515.2399342375,9173.5459342375,,Aggregate
534,2019,Hawaii,9075.04721714616,8745.89421714616,9404.20021714617,,Aggregate
535,2000,Idaho,5517.06503292461,5362.22303292461,5671.90703292461,4970.15877108092,Aggregate
535,2001,Idaho,5833.29176630309,5678.44976630309,5988.13376630309,5199.18751317787,Aggregate
535,2002,Idaho,6174.80091753451,6019.95891753452,6329.64291753451,5600.4370110247,Aggregate
535,2003,Idaho,6396.78660709407,6241.94460709407,6551.62860709407,5817.61709646702,Aggregate
535,2004,Idaho,6595.3029573609,6440.4609573609,6750.1449573609,5994.58667525787,Aggregate
535,2005,Idaho,6716.49965980231,6561.65765980231,6871.34165980231,6257.57708362179,Aggregate
535,2006,Idaho,6732.96364079705,6578.12164079705,6887.80564079705,6464.58168331581,Aggregate
535,2007,Idaho,6803.15575075696,6648.31375075696,6957.99775075696,6642.9521712724,Aggregate
535,2008,Idaho,6833.38605079571,6678.54405079571,6988.22805079571,6685.04797034359,Aggregate
535,2009,Idaho,6983.20341772093,6828.36141772093,7138.04541772093,6872.96584542887,Aggregate
535,2010,Idaho,6924.71663271237,6769.87463271238,7079.55863271237,7079.55829738328,Aggregate
535,2011,Idaho,6983.02219770117,6828.18019770117,7137.86419770117,7008.82492840473,Aggregate
535,2012,Idaho,7047.42804749511,6892.58604749511,7202.27004749511,7072.60488518942,Aggregate
535,2013,Idaho,7128.92605537019,6974.08405537019,7283.76805537019,7099.14484611523,Aggregate
535,2014,Idaho,7280.36787423104,7125.52587423104,7435.20987423104,7280.36787423104,Aggregate
535,2015,Idaho,7592.68692430578,7437.84492430578,7747.52892430578,,Aggregate
535,2016,Idaho,7783.57315611057,7628.73115611057,7938.41515611057,,Aggregate
535,2017,Idaho,8028.67281061986,7873.83081061986,8183.51481061986,,Aggregate
535,2018,Idaho,7942.72709360013,7787.88509360012,8097.56909360012,,Aggregate
535,2019,Idaho,7872.2733705538,7717.4313705538,8027.1153705538,,Aggregate
536,2000,Illinois,5903.23336000543,5802.95236000543,6003.51436000543,6103.78578933538,Aggregate
536,2001,Illinois,6233.67092418758,6133.38992418758,6333.95192418758,6366.68167495265,Aggregate
536,2002,Illinois,6602.82898519642,6502.54798519642,6703.10998519642,6737.24420250742,Aggregate
536,2003,Illinois,6907.7443139814,6807.4633139814,7008.0253139814,6997.23026486543,Aggregate
536,2004,Illinois,7204.9292706596,7104.6482706596,7305.2102706596,7185.85682645174,Aggregate
536,2005,Illinois,7433.05657080483,7332.77557080483,7533.33757080483,7384.8432591804,Aggregate
536,2006,Illinois,7575.46646730445,7475.18546730445,7675.74746730445,7604.7826868334,Aggregate
536,2007,Illinois,7879.13359850114,7778.85259850114,7979.41459850114,7922.02246930905,Aggregate
536,2008,Illinois,7951.92261720784,7851.64161720784,8052.20361720784,7995.16791717216,Aggregate
536,2009,Illinois,8271.49818027786,8171.21718027786,8371.77918027786,8239.24253819664,Aggregate
536,2010,Illinois,8433.14234396261,8332.8613439626,8533.42334396261,8531.28327554254,Aggregate
536,2011,Illinois,8440.29054259145,8340.00954259144,8540.57154259145,8540.57129922895,Aggregate
536,2012,Illinois,8578.68665314891,8478.40565314891,8678.96765314891,8637.98245229218,Aggregate
536,2013,Illinois,8646.29210551844,8546.01110551844,8746.57310551844,8729.16802746485,Aggregate
536,2014,Illinois,8925.2327590842,8824.9517590842,9025.5137590842,8925.2327590842,Aggregate
536,2015,Illinois,9232.92201780314,9132.64101780314,9333.20301780314,,Aggregate
536,2016,Illinois,9574.47526902762,9474.19426902762,9674.75626902762,,Aggregate
536,2017,Illinois,9671.77496613662,9571.49396613661,9772.05596613662,,Aggregate
536,2018,Illinois,9893.86267211241,9793.5816721124,9994.14367211241,,Aggregate
536,2019,Illinois,10112.2035338779,10011.9225338779,10212.4845338779,,Aggregate
537,2000,Indiana,6052.20453882016,5794.06553882016,6310.34353882016,5874.87744285831,Aggregate
537,2001,Indiana,6415.54861492305,6157.40961492305,6673.68761492305,6198.17002714081,Aggregate
537,2002,Indiana,6824.34250432584,6566.20350432584,7082.48150432584,6551.88493927302,Aggregate
537,2003,Indiana,7113.9155969037,6855.7765969037,7372.0545969037,6937.87802091068,Aggregate
537,2004,Indiana,7447.08459633818,7188.94559633819,7705.22359633818,7263.04638088912,Aggregate
537,2005,Indiana,7600.67258501169,7342.53358501169,7858.81158501169,7350.58757497654,Aggregate
537,2006,Indiana,7850.97075525105,7592.83175525105,8109.10975525105,7598.30761196605,Aggregate
537,2007,Indiana,7941.16007061165,7683.02107061165,8199.29907061164,7758.77639121743,Aggregate
537,2008,Indiana,8199.71939068345,7941.58039068345,8457.85839068345,7749.62578065609,Aggregate
537,2009,Indiana,8345.99318584329,8087.85418584329,8604.13218584329,8112.82638533385,Aggregate
537,2010,Indiana,8475.62943112943,8217.49043112943,8733.76843112943,8217.49141532233,Aggregate
537,2011,Indiana,8542.29293239742,8284.15393239742,8800.43193239742,8356.32039725271,Aggregate
537,2012,Indiana,8787.99500508217,8529.85600508217,9046.13400508217,8802.55367852932,Aggregate
537,2013,Indiana,8719.00912756106,8460.87012756106,8977.14812756106,8692.67516534535,Aggregate
537,2014,Indiana,8914.34088870419,8656.20188870419,9172.47988870418,8914.34088870419,Aggregate
537,2015,Indiana,9250.30389307317,8992.16489307317,9508.44289307317,,Aggregate
537,2016,Indiana,9539.45521264173,9281.31621264173,9797.59421264173,,Aggregate
537,2017,Indiana,9703.04484355123,9444.90584355123,9961.18384355123,,Aggregate
537,2018,Indiana,9881.80754370003,9623.66854370003,10139.9465437,,Aggregate
537,2019,Indiana,10280.4392066104,10022.3002066104,10538.5782066104,,Aggregate
538,2000,Iowa,5940.05892519461,5885.96692519461,5994.15092519461,6197.2996894859,Aggregate
